,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
35,58.82,164.61,467.45,446.3,65.8,330.59,397.2,183.47,360.28,199.88,173.93,482.06,576.4,559.78,522.57,613.92,150.43,406.59,635.17,198.79,300.28,601.23,726.33,125.05,556.9,357.26,96.02,67.69,92.55,52.52,27.94,89.78,95.24,204.68,0.0,296.54,275.09,404.91,347.53,423.0,634.54,249.69,150.57,283.57,646.95,61.88,197.65,401.97,196.42,254.01,41.54,170.2,409.67,241.51,761.16,434.62,726.09,240.11,196.7,615.56,91.41,420.81,198.83,335.96,310.82,640.54,176.03,337.34,762.49,462.86,491.55,146.47,273.81,398.01,150.36,653.44,617.25,356.58,349.74,353.49,365.03,358.28,454.48,434.25,48.12,447.16,309.47,396.31,46.01,195.07,352.17,520.81,177.34,584.41,65.84,594.23,135.01,135.72,201.27,342.91,196.98,323.7,654.9,33.72,98.47,217.58,21.25,679.38,604.53,483.71,444.76,173.91,181.29,160.25,141.73,46.67,117.13,76.93,91.63,25.07,580.91,305.82,288.04,299.53,599.28,174.23,104.95,430.74,369.99,172.81,349.09,197.08,306.16,604.08,107.39,533.69,191.0,284.03,153.51,133.44,462.54,160.84,553.98,246.57,167.57,568.89,323.88,305.16,554.88,646.08,470.41,418.84,411.24,453.64,199.05,255.14,227.25,214.75,195.63,315.17,382.27,522.06,327.74,194.95,463.99,483.34,457.99,143.79,178.71,528.43,218.81,368.46,310.51,302.32,1140.53,243.66,224.63,356.8,476.44,586.03,187.28,72.18,607.2,48.77,316.6,489.35,619.17,59.9,538.98,639.93,591.65,343.91,42.87,102.72,689.28,386.65,470.3,632.83,243.5,30.77
36,273.74,166.03,546.19,598.18,359.63,420.23,547.7,288.27,135.41,300.27,219.68,652.4,338.17,311.74,715.26,825.5,189.0,584.15,821.28,329.56,588.07,840.42,965.8,304.55,280.57,641.07,388.79,328.28,385.27,340.83,295.37,386.29,389.46,321.98,296.54,0.0,132.32,127.22,89.2,227.71,338.07,532.32,191.16,242.62,838.1,258.81,304.39,698.05,303.67,61.82,258.52,160.88,484.43,523.9,1012.27,508.61,980.18,526.28,477.26,336.45,232.79,189.59,141.11,40.32,21.39,831.48,308.65,509.65,1009.82,657.55,635.97,442.66,40.21,516.15,445.04,860.97,803.32,615.93,62.29,638.52,167.23,608.01,597.24,729.67,264.08,608.85,15.57,460.92,262.28,293.3,636.69,699.47,132.41,754.36,279.54,761.62,286.88,171.49,324.38,233.12,308.8,27.42,845.12,289.38,393.99,476.79,304.55,887.44,768.0,649.01,581.2,156.9,130.4,139.67,155.37,266.42,186.36,226.17,211.53,289.09,325.64,25.33,16.28,14.7,810.91,311.98,331.24,659.71,546.4,293.46,488.88,300.34,601.36,350.1,399.5,694.53,319.42,481.32,390.05,404.08,627.15,178.3,725.2,393.26,302.52,283.8,620.28,460.78,798.09,833.13,629.61,133.4,525.11,178.98,240.09,309.5,98.54,93.34,116.61,551.51,103.26,268.26,36.52,485.74,604.93,590.89,667.31,152.82,454.49,232.7,90.61,664.94,32.93,461.77,1115.38,524.16,432.03,543.71,633.54,291.18,129.63,250.3,818.33,254.51,233.75,728.72,336.09,250.14,763.45,882.87,309.5,609.47,338.91,206.39,921.26,106.18,635.99,824.34,518.57,327.07
37,229.69,219.13,633.96,662.53,340.35,295.49,610.91,187.96,90.15,361.53,281.34,710.87,301.31,285.32,765.34,867.99,237.03,637.82,875.92,384.2,574.36,867.58,993.55,228.08,292.76,632.03,349.67,278.54,346.45,303.62,261.56,358.66,352.55,380.52,275.09,132.32,0.0,157.6,221.25,150.41,410.12,524.78,239.63,343.3,890.65,218.49,364.0,653.86,362.96,163.88,233.69,216.91,570.93,516.6,1032.4,596.4,998.04,514.92,417.58,351.24,186.95,146.83,214.06,144.46,152.81,884.05,359.17,562.81,1032.58,705.62,704.2,407.4,156.36,589.83,404.84,905.89,857.74,627.93,133.94,628.05,89.97,626.25,665.01,681.8,229.69,669.69,129.87,549.4,230.36,354.07,626.83,755.45,182.61,815.0,288.63,823.44,206.19,142.9,381.12,107.29,367.26,148.13,898.19,253.81,359.47,486.65,273.62,932.36,831.53,709.45,650.8,214.75,184.11,169.3,168.22,231.72,161.59,198.7,184.82,257.63,307.34,114.59,142.26,120.21,853.21,361.12,347.78,690.83,599.32,345.66,553.59,360.53,555.78,330.0,381.87,757.77,373.39,522.74,408.22,404.62,687.32,231.36,784.8,449.15,350.98,312.03,585.97,518.07,822.42,887.5,692.0,177.85,600.63,195.62,310.65,388.68,185.25,91.3,178.7,576.5,142.37,249.3,130.49,468.78,673.6,670.88,708.69,157.36,392.98,318.11,165.23,624.84,111.27,517.64,991.76,518.69,466.37,592.12,696.85,346.97,189.6,207.71,860.97,249.89,345.68,631.56,358.09,252.41,798.43,907.94,330.73,616.92,310.88,223.17,953.36,147.1,695.95,876.56,451.58,301.07
38,370.54,291.82,666.31,724.25,470.26,441.09,674.06,345.54,80.26,427.46,346.85,779.05,215.41,186.88,842.4,952.71,314.59,711.24,948.07,456.77,703.25,966.63,1092.19,381.95,155.13,758.21,490.71,423.38,487.29,442.89,398.04,493.73,492.51,449.19,404.91,127.22,157.6,0.0,166.96,144.65,252.73,649.33,316.86,361.93,965.03,357.05,431.6,799.74,430.88,188.91,364.22,286.94,605.6,640.93,1137.71,629.05,1105.22,641.91,568.31,212.65,327.03,90.19,268.28,92.1,127.97,958.42,435.67,636.82,1135.64,784.76,761.3,547.23,166.41,640.87,547.13,988.18,930.15,738.98,65.11,755.14,112.78,732.34,722.78,829.4,365.49,735.34,111.67,581.56,364.83,420.5,753.52,826.28,256.43,880.6,398.58,887.69,360.84,270.32,451.6,208.22,436.01,109.86,972.01,391.02,498.3,598.58,408.84,1014.65,893.8,775.47,706.46,283.11,255.03,258.8,270.23,367.76,288.29,329.3,314.23,392.72,199.06,106.94,142.66,116.73,938.11,438.94,453.24,786.1,673.55,420.52,615.24,427.55,701.8,223.47,511.42,820.53,446.6,608.25,513.11,522.56,753.67,304.36,851.62,520.45,429.39,163.99,726.76,587.84,923.87,959.94,755.87,21.96,649.35,51.91,367.07,434.67,225.76,190.2,242.08,676.81,24.16,143.03,90.85,598.9,730.28,713.51,794.44,264.35,544.16,166.37,216.77,768.7,100.14,588.89,1047.73,641.82,558.16,670.93,759.67,189.91,255.32,347.03,945.54,368.31,346.01,788.77,214.71,366.22,890.31,1008.87,187.35,731.4,445.34,325.48,1048.03,21.06,762.52,951.3,604.95,434.16
39,337.06,191.1,506.36,576.96,405.19,508.21,528.76,370.84,208.18,296.35,225.99,634.61,380.07,349.74,702.67,816.78,212.32,571.72,803.58,328.45,621.68,842.46,965.92,378.87,297.88,670.57,443.22,390.68,439.7,396.7,352.5,434.9,442.75,318.32,347.53,89.2,221.25,166.96,0.0,297.6,303.77,563.71,213.68,205.71,821.75,321.72,301.45,747.25,301.06,95.49,314.49,185.09,447.48,555.4,1017.21,469.74,987.01,560.18,538.85,346.47,300.24,250.32,157.16,87.78,68.45,815.2,312.65,499.93,1012.97,647.61,610.76,492.94,81.41,489.5,497.83,849.99,786.04,632.51,114.26,668.97,243.69,620.6,573.29,780.48,323.96,590.18,92.3,422.91,321.2,290.48,666.8,682.67,170.29,733.02,315.15,739.25,363.4,240.08,322.0,319.22,306.39,76.25,828.29,347.77,445.86,499.17,359.65,876.15,744.2,629.75,556.15,180.82,166.48,188.44,209.02,326.23,251.09,286.75,273.55,345.58,357.76,108.0,82.51,101.13,802.53,316.76,357.5,662.11,535.64,297.65,470.67,297.31,652.96,381.44,442.0,672.17,319.71,481.6,411.21,435.69,608.58,200.24,705.15,386.68,308.73,289.57,665.25,449.7,802.72,815.48,609.24,160.73,496.61,210.78,235.23,288.68,120.87,172.68,151.95,561.05,148.8,306.25,99.31,524.3,580.06,556.86,662.14,211.24,517.56,196.53,129.34,712.36,113.1,451.77,1196.54,554.54,439.69,536.49,612.34,274.79,161.21,314.88,809.61,300.66,183.13,804.74,341.12,293.0,761.11,885.81,317.51,629.2,390.32,247.18,918.82,148.92,617.39,808.42,582.78,378.18
40,373.7,361.9,768.9,807.51,487.39,345.88,756.02,301.18,92.3,505.35,423.6,857.6,158.13,150.33,913.93,1017.75,381.78,785.41,1023.86,530.07,719.82,1017.98,1143.94,356.92,191.49,778.24,490.76,418.14,487.74,446.81,407.15,503.27,494.35,525.34,423.0,227.71,150.41,144.65,297.6,0.0,354.81,672.09,384.36,468.31,1039.02,364.1,508.33,786.29,507.36,282.45,382.02,358.74,706.33,664.03,1182.36,731.19,1147.83,661.49,546.35,242.57,332.73,56.13,350.01,210.59,239.97,1032.4,505.71,710.22,1182.73,854.41,848.09,548.41,265.67,731.28,543.97,1055.43,1005.7,777.7,183.34,773.93,64.73,776.47,808.92,811.77,376.28,815.69,215.73,683.6,377.47,497.94,772.87,902.87,324.26,961.44,439.04,969.58,334.35,293.13,526.43,108.23,511.95,225.22,1046.47,399.22,501.91,636.62,419.55,1081.92,977.21,855.68,794.03,355.95,324.83,315.16,316.89,378.17,311.69,347.61,334.22,403.93,175.88,202.4,243.4,213.11,1002.98,507.99,498.18,841.18,746.93,491.65,697.98,504.65,689.07,194.98,528.59,903.37,519.3,671.97,558.64,554.1,833.55,374.62,931.44,595.3,497.87,223.33,724.16,664.32,972.75,1035.51,837.64,163.07,741.39,137.31,450.56,526.32,313.52,234.95,316.33,726.91,153.45,127.12,201.12,614.47,817.24,809.96,858.36,306.63,521.52,294.43,296.93,759.8,194.95,664.24,903.88,666.47,616.18,740.55,842.25,281.75,328.74,353.24,1010.71,400.09,461.44,717.72,255.35,402.81,948.69,1058.27,231.34,766.23,456.51,372.8,1103.76,155.12,842.26,1024.96,574.25,447.44
41,609.86,491.02,770.62,862.54,697.04,688.7,817.54,597.82,329.27,598.29,529.76,922.4,292.76,264.25,994.08,1110.17,513.28,864.99,1089.04,630.7,921.73,1142.33,1264.33,630.57,179.93,972.35,726.64,664.17,723.13,678.61,633.12,724.23,727.44,620.02,634.54,338.07,410.12,252.73,303.77,354.81,0.0,864.56,514.9,494.31,1108.36,595.29,603.58,1036.11,603.28,385.11,596.53,485.13,718.84,856.18,1317.85,737.25,1288.46,859.94,812.24,167.29,567.53,304.91,458.67,299.24,324.13,1101.96,616.0,796.11,1312.81,941.71,891.3,780.73,363.14,771.76,783.0,1141.29,1072.13,936.28,290.06,970.42,354.68,924.12,856.11,1067.59,601.46,877.94,325.67,694.11,599.88,592.79,968.37,970.64,463.97,1015.57,612.77,1020.54,610.26,507.19,624.0,448.74,608.58,310.85,1114.35,626.92,732.05,802.36,642.52,1166.96,1023.73,916.22,838.2,480.84,460.94,475.94,493.03,603.79,523.27,563.7,548.87,626.96,247.37,331.34,346.76,336.18,1096.3,620.18,659.22,962.93,830.63,601.11,761.4,599.47,939.28,256.08,736.27,954.63,622.37,782.78,714.37,735.98,896.09,501.35,989.53,686.27,612.33,142.3,958.05,745.9,1103.83,1100.85,894.99,232.29,776.57,225.09,537.93,583.4,418.55,425.86,446.11,864.26,268.54,248.38,308.81,821.45,861.71,827.7,959.22,490.88,788.76,107.8,420.35,1002.99,327.98,748.56,1189.29,855.75,742.96,833.66,897.2,73.8,457.56,586.2,1103.05,591.53,461.04,1041.49,148.42,586.15,1059.12,1185.94,152.28,932.88,676.98,541.09,1215.92,263.75,904.71,1095.62,851.44,665.11
42,299.37,373.63,429.48,337.18,184.71,509.08,307.04,403.37,609.43,298.83,342.76,341.67,826.08,809.33,348.3,408.8,351.66,279.42,453.27,270.37,59.04,371.53,492.07,336.54,803.29,108.91,193.36,262.87,195.4,229.02,265.22,171.79,187.86,283.22,249.69,532.32,524.78,649.33,563.71,672.09,864.56,0.0,350.18,422.36,458.93,308.1,293.21,224.54,292.8,479.86,291.15,379.56,395.7,8.42,519.01,412.1,482.81,17.15,214.34,861.59,339.37,670.34,406.69,572.63,542.83,453.33,271.39,247.9,522.44,297.86,378.25,145.0,502.38,344.36,158.28,449.15,437.3,126.43,590.36,106.2,614.71,142.52,353.3,260.6,295.82,326.28,546.7,397.39,294.73,300.84,104.39,362.7,401.46,425.33,252.84,436.41,356.15,384.34,277.75,586.98,288.61,558.14,467.07,273.2,178.97,81.39,252.71,472.82,449.34,348.76,353.72,383.86,404.22,392.85,379.37,293.92,365.49,326.36,340.72,268.18,830.19,545.83,520.99,538.05,395.37,266.77,206.3,228.94,258.92,283.11,293.79,296.35,169.76,853.5,143.61,392.93,273.35,193.83,158.31,128.62,333.83,363.69,398.26,254.26,270.86,812.76,137.79,256.72,324.07,462.17,345.88,661.38,356.89,699.45,345.98,344.9,446.02,460.07,418.93,139.03,625.93,771.18,566.51,62.97,362.02,411.7,275.9,384.99,226.22,756.81,445.02,187.04,551.47,251.01,1309.82,10.9,174.36,237.61,352.74,823.2,407.14,318.94,403.09,281.13,463.46,473.14,864.01,283.27,327.6,405.7,836.68,106.83,216.15,325.94,461.74,630.06,338.26,445.79,241.32,224.73
43,167.11,25.14,398.97,423.43,197.86,422.62,371.86,262.68,300.48,121.9,44.3,473.31,519.11,495.73,531.36,638.59,2.6,401.7,640.22,145.75,408.02,649.76,775.37,233.6,471.41,457.53,244.47,210.27,241.14,203.09,165.88,229.49,242.48,141.15,150.57,191.16,239.63,316.86,213.68,384.36,514.9,350.18,0.0,144.1,655.88,154.08,124.43,537.87,123.4,132.79,131.95,30.48,336.12,341.85,821.16,361.95,789.02,346.5,347.05,527.6,151.62,362.48,56.53,230.6,197.51,649.25,121.86,326.49,818.87,472.44,464.7,287.52,156.1,350.47,294.95,675.1,622.09,425.71,252.97,455.72,319.78,417.03,425.5,572.02,148.25,431.33,206.57,316.25,143.83,114.44,453.62,518.89,61.54,577.09,103.58,585.23,229.21,124.05,142.09,339.41,127.82,214.36,663.2,164.41,243.65,288.31,168.27,701.64,592.93,471.32,411.18,34.64,62.21,70.38,76.87,149.89,116.15,123.16,119.14,158.66,512.18,209.93,177.41,200.25,623.89,124.5,144.33,469.3,363.31,107.45,314.17,120.92,446.15,536.55,231.44,519.09,135.01,292.57,200.6,222.01,449.19,13.55,547.12,210.99,114.52,474.77,453.93,280.0,607.1,651.94,453.34,324.51,361.52,368.76,76.6,154.7,96.94,149.73,74.79,360.35,292.7,453.43,227.45,311.29,434.04,432.43,479.5,89.26,329.26,407.1,100.55,502.09,216.88,280.01,1204.26,341.14,241.3,358.2,458.02,477.02,61.6,153.49,631.46,102.19,170.97,637.62,527.14,90.71,574.07,692.03,500.64,420.25,190.38,53.01,731.54,296.11,457.91,641.9,394.04,178.68
44,309.77,146.92,304.48,372.04,314.55,564.31,324.86,404.98,376.59,123.69,109.93,430.53,577.18,548.72,500.53,616.12,145.62,370.78,599.0,153.99,481.1,649.74,770.55,377.6,502.87,519.71,369.29,348.49,366.34,334.73,303.74,346.94,365.81,141.31,283.57,242.62,343.3,361.93,205.71,468.31,494.31,422.36,144.1,0.0,617.54,297.43,129.36,634.47,129.7,185.98,273.22,145.07,243.74,414.88,825.71,267.14,797.54,424.18,473.55,552.18,295.57,432.2,133.79,270.49,235.36,611.03,151.17,302.17,819.87,447.44,405.11,401.35,203.17,283.85,412.21,647.94,581.62,461.61,298.98,519.92,405.3,444.34,367.81,670.21,290.46,386.0,256.49,219.63,285.85,121.55,517.23,478.75,171.52,527.72,222.54,533.78,373.2,260.94,146.51,450.18,134.12,252.98,623.91,303.68,364.66,345.5,303.58,673.84,538.57,425.2,350.56,144.59,168.25,194.61,210.68,291.89,256.89,267.25,262.89,296.82,559.35,267.71,226.41,256.7,602.15,155.77,231.56,472.25,336.36,140.7,267.68,126.08,551.07,583.48,337.81,466.78,149.48,294.83,264.79,307.51,404.34,140.96,500.16,197.02,152.71,495.26,546.58,252.14,612.93,610.89,404.43,360.75,290.9,410.64,86.38,90.53,158.26,254.79,168.25,382.85,339.84,504.86,275.01,401.27,374.46,352.25,465.26,222.17,458.87,391.92,178.08,596.98,275.43,255.11,1330.82,411.83,265.98,340.04,407.31,476.43,160.54,297.4,608.98,238.83,41.2,772.48,546.68,225.91,565.39,693.5,523.21,463.34,317.58,196.42,721.75,341.51,413.1,604.4,521.43,307.21
45,705.71,679.54,355.12,245.92,598.86,957.24,292.99,828.23,956.34,538.26,620.05,187.14,1173.93,1149.15,125.49,71.71,658.41,254.37,21.59,510.64,457.47,172.77,214.26,764.08,1114.65,417.71,633.6,689.75,634.44,653.08,672.25,603.39,627.1,516.95,646.95,838.1,890.65,965.03,821.75,1039.02,1108.36,458.93,655.88,617.54,0.0,707.65,534.46,589.22,535.28,776.28,680.51,683.44,394.58,462.69,286.55,381.02,280.26,476.04,673.25,1166.74,733.42,1018.19,698.02,873.68,837.89,6.63,534.02,329.48,270.36,185.51,219.52,597.7,798.62,336.7,612.87,57.3,36.34,335.8,899.92,425.28,974.84,316.42,252.58,612.68,693.5,231.61,853.56,418.42,690.25,545.41,423.01,139.14,717.14,97.29,608.58,96.39,778.9,753.03,515.08,979.7,530.31,856.03,8.16,679.54,618.16,440.07,660.53,71.39,100.23,192.41,270.66,686.75,717.27,724.02,722.53,692.51,736.07,708.68,718.69,671.56,1163.74,860.31,822.42,849.72,77.26,531.48,550.08,230.09,292.62,548.53,351.25,538.42,597.2,1188.19,568.89,155.71,521.24,368.74,493.98,519.89,213.23,666.66,119.46,445.73,541.54,1110.48,542.02,377.44,193.86,13.48,213.45,968.38,332.6,1016.38,598.01,533.49,739.77,804.22,727.94,337.67,941.26,1106.02,874.23,516.8,247.62,293.39,190.11,733.29,684.1,1008.65,751.19,566.96,867.78,376.72,1765.96,456.07,427.0,298.54,211.17,1093.95,714.82,717.0,72.56,651.11,647.88,904.21,1162.48,644.84,142.45,193.12,1138.12,358.2,632.56,667.79,163.67,943.97,204.45,14.16,698.34,635.51
46,15.35,158.97,513.68,502.24,123.54,283.22,452.25,128.08,306.12,236.15,189.47,540.34,519.09,503.81,582.94,675.49,152.92,464.87,695.52,242.08,356.16,662.99,787.99,81.55,505.95,414.26,133.69,69.6,130.29,86.12,43.15,140.17,135.71,245.52,61.88,258.81,218.49,357.05,321.72,364.1,595.29,308.1,154.08,297.43,707.65,0.0,235.18,442.97,233.91,226.23,30.2,163.36,453.82,300.09,822.19,479.32,786.93,297.4,218.7,564.75,31.55,365.21,188.8,296.32,275.65,701.21,217.1,394.05,823.76,523.08,547.16,190.64,242.85,448.64,190.09,714.93,677.54,417.88,306.35,410.07,307.92,420.04,509.43,473.3,14.15,504.22,270.07,438.34,17.82,230.13,408.94,580.11,157.99,643.33,108.52,652.97,83.26,88.14,243.08,281.38,235.65,286.21,715.57,35.33,141.96,279.39,55.46,740.93,662.99,541.51,498.78,166.04,162.43,135.24,113.67,15.25,72.46,35.44,48.22,39.99,525.72,263.98,252.98,259.27,660.84,216.35,160.61,492.54,427.7,210.31,401.69,233.67,345.25,548.48,164.52,591.45,232.91,342.69,213.68,195.21,520.06,160.12,612.84,296.56,208.04,520.35,370.18,358.88,616.57,706.53,527.44,372.66,461.54,403.88,219.64,287.09,206.68,169.72,174.72,376.94,335.45,467.35,286.49,250.62,518.85,534.1,519.12,110.48,196.47,491.24,193.28,411.66,267.65,356.52,1087.5,302.72,283.2,415.44,533.31,542.57,170.12,10.86,668.75,68.54,324.92,490.08,569.51,80.65,600.79,701.54,541.94,404.7,92.56,101.16,751.13,340.02,528.01,693.51,261.35,83.37
47,242.72,146.46,281.79,299.19,207.0,518.28,247.69,360.67,422.93,5.72,85.64,350.19,639.5,614.75,411.01,521.3,127.03,280.16,518.16,27.13,351.84,541.38,665.47,315.21,583.55,390.62,265.25,265.13,262.86,241.3,223.79,237.57,260.5,17.58,197.65,304.39,364.0,431.6,301.45,508.33,603.58,293.21,124.43,129.36,534.46,235.18,0.0,508.04,1.27,242.73,205.52,149.84,220.3,285.82,715.82,246.1,685.56,295.54,366.79,637.69,246.93,484.31,163.67,341.24,305.87,527.83,25.14,205.36,711.8,353.15,340.27,286.55,265.54,226.98,299.45,556.58,500.1,336.76,366.56,390.71,443.66,321.94,301.07,544.02,223.66,307.64,319.93,203.55,218.94,11.16,388.05,396.46,184.15,453.54,132.07,461.48,318.36,239.83,20.57,462.44,5.06,323.84,541.62,226.82,257.23,216.19,218.87,583.05,468.92,347.75,286.81,152.9,183.83,194.7,198.38,224.18,227.13,216.56,219.75,218.28,629.72,326.07,289.03,315.59,506.75,29.1,114.52,360.78,242.17,25.04,189.78,4.15,428.15,654.18,221.24,395.07,20.24,180.3,136.54,182.94,325.66,133.71,423.77,88.9,31.34,582.76,419.72,157.14,501.28,529.96,329.4,436.35,238.47,483.28,66.43,60.96,205.85,274.08,193.77,261.26,407.64,571.73,340.77,275.41,309.62,310.25,363.78,210.41,356.05,497.35,216.73,470.32,333.49,157.74,1316.42,282.63,140.74,239.42,333.94,575.69,180.77,239.72,514.13,166.76,170.55,670.82,635.25,154.55,461.36,584.59,609.72,336.72,220.07,152.51,619.35,410.55,334.43,520.6,414.31,212.35
48,429.23,557.86,646.55,538.53,342.06,528.39,518.01,486.96,743.84,513.41,542.07,526.73,944.41,934.19,507.35,523.46,538.69,479.44,591.03,487.86,175.8,447.0,537.09,429.59,946.05,182.01,309.85,376.64,313.33,357.94,403.38,312.82,308.76,500.49,401.97,698.05,653.86,799.74,747.25,786.29,1036.11,224.54,537.87,634.47,589.22,442.97,508.04,0.0,507.43,655.33,439.6,563.84,617.67,229.97,533.45,632.49,496.47,216.87,240.32,1004.75,472.71,799.02,592.7,737.01,712.74,585.2,484.31,464.39,544.95,472.6,573.87,255.51,675.63,561.97,253.33,559.5,578.95,282.29,748.87,175.47,739.11,311.43,556.38,36.22,435.49,523.55,710.53,620.78,436.74,514.13,178.54,533.1,577.34,587.51,434.3,598.42,452.17,530.73,494.97,685.51,503.86,725.33,596.65,409.89,304.06,305.57,393.65,576.87,612.13,536.17,560.53,567.98,580.98,561.96,543.69,433.18,513.74,472.89,487.87,409.34,958.03,705.79,689.95,700.23,513.75,479.82,405.06,384.4,467.96,493.82,513.79,510.66,98.12,979.33,306.43,571.88,489.13,415.1,371.8,327.06,526.38,550.58,566.11,478.24,481.93,962.4,88.55,479.46,406.6,596.73,539.22,815.62,573.71,845.52,552.34,563.74,626.38,612.29,595.69,342.32,778.38,901.62,728.08,233.2,564.03,620.97,440.47,545.28,265.06,930.33,619.92,37.89,709.9,473.7,1260.79,235.32,398.75,446.48,545.77,985.36,586.04,452.81,520.02,447.02,674.77,324.04,1010.64,454.25,446.81,463.16,983.1,261.14,359.29,500.08,528.05,782.97,528.51,578.74,220.5,371.25
49,241.46,145.5,283.02,300.16,205.93,517.01,248.66,359.41,422.03,6.04,84.8,351.08,638.67,613.95,411.78,521.98,126.0,280.96,519.0,27.43,351.45,541.84,665.98,313.94,582.9,390.38,264.17,263.91,261.77,240.12,222.54,236.53,259.42,18.34,196.42,303.67,362.96,430.88,301.06,507.36,603.28,292.8,123.4,129.7,535.28,233.91,1.27,507.43,0.0,242.02,204.25,148.92,221.55,285.39,716.24,247.35,685.95,295.06,365.75,637.08,245.67,483.43,162.9,340.57,305.22,528.65,24.22,206.13,712.25,353.88,341.29,285.61,264.86,228.11,298.48,557.3,500.94,336.82,365.85,390.45,442.7,322.1,302.09,543.4,222.39,308.56,319.21,204.81,217.67,10.62,387.79,397.32,183.21,454.46,130.83,462.41,317.09,238.65,21.05,461.33,5.33,323.18,542.44,225.57,256.18,215.91,217.64,583.77,469.88,348.66,287.86,151.99,182.9,193.66,197.26,222.92,225.93,215.3,218.5,217.03,628.97,325.3,288.32,314.84,507.43,28.26,113.53,361.22,242.95,23.78,190.78,3.86,427.41,653.42,220.31,396.03,20.09,180.75,135.99,182.21,326.57,132.75,424.67,89.66,30.23,582.18,419.12,157.98,501.69,530.8,330.34,435.68,239.62,482.58,65.96,62.0,205.13,273.08,192.89,261.47,406.92,570.95,340.06,274.75,310.65,311.41,364.39,209.29,354.97,497.01,215.92,469.72,332.71,158.55,1315.18,282.23,140.86,240.11,334.89,575.25,179.89,238.46,514.81,165.49,170.88,669.76,634.67,153.29,461.92,585.04,609.12,336.7,218.91,151.3,619.9,409.84,335.34,521.41,413.29,211.17
50,241.58,107.9,487.34,536.52,313.8,428.49,485.96,282.59,191.1,238.55,158.4,590.6,399.53,373.43,653.49,763.96,130.84,522.36,759.46,268.09,536.73,780.12,905.28,285.04,341.36,588.08,349.14,295.25,345.62,302.17,257.6,342.52,348.97,260.31,254.01,61.82,163.88,188.91,95.49,282.45,385.11,479.86,132.79,185.98,776.28,226.23,242.73,655.33,242.02,0.0,219.64,102.33,425.15,471.46,952.58,449.67,920.84,474.91,443.63,396.49,205.09,248.66,80.04,99.02,64.82,769.66,247.63,447.91,949.81,595.87,574.57,400.19,23.39,455.05,404.33,799.3,741.5,558.5,123.84,585.92,219.33,549.53,535.77,688.04,228.62,547.08,77.29,401.99,225.96,231.62,583.95,637.65,78.93,692.64,227.67,699.94,270.65,145.63,262.8,270.8,247.17,82.11,783.3,252.67,352.48,420.75,265.16,825.77,706.4,587.25,519.84,98.15,75.83,93.88,113.86,230.91,155.81,191.3,178.06,250.77,387.46,84.91,46.3,74.01,749.39,251.08,275.83,599.29,484.64,232.4,427.16,238.66,560.11,411.92,352.05,632.89,258.04,420.34,333.25,351.23,565.37,119.49,663.44,331.55,241.77,342.78,574.86,398.98,738.18,771.31,567.9,194.01,464.21,240.56,178.27,248.38,37.11,88.67,61.01,492.22,165.03,330.02,98.06,436.49,543.53,530.7,605.97,115.75,422.18,277.62,35.5,621.07,92.6,399.99,1155.59,471.25,372.06,482.12,571.87,344.51,72.79,219.43,756.79,208.37,182.99,710.61,395.26,201.9,702.47,822.74,369.07,552.95,296.88,156.38,860.37,167.85,574.21,762.52,487.35,284.77
